geneId	chr	strand	start	end	ensembl_gene_id	hgnc_symbol	description
ENSG00000166482.10	chr17	-	19383442	19387240	ENSG00000166482	MFAP4	microfibrillar associated protein 4 [Source:HGNC Symbol;Acc:HGNC:7035]
ENSG00000166483.9	chr11	+	9573681	9593457	ENSG00000166483	WEE1	WEE1 G2 checkpoint kinase [Source:HGNC Symbol;Acc:HGNC:12761]
ENSG00000166484.18	chr17	+	19377721	19383544	ENSG00000166484	MAPK7	mitogen-activated protein kinase 7 [Source:HGNC Symbol;Acc:HGNC:6880]
ENSG00000166501.11	chr16	+	23836001	24220611	ENSG00000166501	PRKCB	protein kinase C beta [Source:HGNC Symbol;Acc:HGNC:9395]
ENSG00000166503.7	chr15	-	83112738	83208018	ENSG00000166503		Hepatoma-derived growth factor-related protein 3  [Source:UniProtKB/Swiss-Prot;Acc:Q9Y3E1]
ENSG00000166507.15	chr10	-	73801911	73811798	ENSG00000166507	NDST2	N-deacetylase/N-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:7681]
ENSG00000166508.16	chr7	-	100092728	100101940	ENSG00000166508	MCM7	minichromosome maintenance complex component 7 [Source:HGNC Symbol;Acc:HGNC:6950]
ENSG00000166510.12	chr18	-	54901509	54959508	ENSG00000166510	CCDC68	coiled-coil domain containing 68 [Source:HGNC Symbol;Acc:HGNC:24350]
ENSG00000166523.6	chr12	-	8533305	8540963	ENSG00000166523	CLEC4E	C-type lectin domain family 4 member E [Source:HGNC Symbol;Acc:HGNC:14555]
ENSG00000166526.15	chr7	-	100064033	100082548	ENSG00000166526	ZNF3	zinc finger protein 3 [Source:HGNC Symbol;Acc:HGNC:13089]
ENSG00000166529.13	chr7	+	100049774	100065038	ENSG00000166529	ZSCAN21	zinc finger and SCAN domain containing 21 [Source:HGNC Symbol;Acc:HGNC:13104]
ENSG00000166532.14	chr12	+	8681600	8783095	ENSG00000166532	RIMKLB	ribosomal modification protein rimK-like family member B [Source:HGNC Symbol;Acc:HGNC:29228]
ENSG00000166546.12	chr16	+	66427297	66493529	ENSG00000166546	BEAN1	brain expressed, associated with NEDD4, 1 [Source:HGNC Symbol;Acc:HGNC:24160]
ENSG00000166548.14	chr16	-	66508003	66552544	ENSG00000166548	TK2	thymidine kinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:11831]
ENSG00000166557.11	chr15	+	79311062	79427432	ENSG00000166557	TMED3	transmembrane p24 trafficking protein 3 [Source:HGNC Symbol;Acc:HGNC:28889]
ENSG00000166562.7	chr18	+	59139477	59158836	ENSG00000166562	SEC11C	SEC11 homolog C, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:23400]
ENSG00000166575.15	chr11	+	87037844	87323758	ENSG00000166575	TMEM135	transmembrane protein 135 [Source:HGNC Symbol;Acc:HGNC:26167]
ENSG00000166578.8	chr12	-	113195441	113221094	ENSG00000166578	IQCD	IQ motif containing D [Source:HGNC Symbol;Acc:HGNC:25168]
ENSG00000166579.14	chr17	+	8413131	8490411	ENSG00000166579	NDEL1	nudE neurodevelopment protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:17620]
ENSG00000166582.8	chr17	-	16342534	16353656	ENSG00000166582	CENPV	centromere protein V [Source:HGNC Symbol;Acc:HGNC:29920]
ENSG00000166589.11	chr16	-	66908122	66918984	ENSG00000166589	CDH16	cadherin 16 [Source:HGNC Symbol;Acc:HGNC:1755]
ENSG00000166592.10	chr16	-	66921679	66925644	ENSG00000166592	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator [Source:HGNC Symbol;Acc:HGNC:10446]
ENSG00000166595.10	chr16	-	66932055	66934423	ENSG00000166595	FAM96B	family with sequence similarity 96 member B [Source:HGNC Symbol;Acc:HGNC:24261]
ENSG00000166598.11	chr12	+	103930107	103953645	ENSG00000166598	HSP90B1	heat shock protein 90kDa beta family member 1 [Source:HGNC Symbol;Acc:HGNC:12028]
ENSG00000166619.11	chr20	-	37492472	37527931	ENSG00000166619	BLCAP	bladder cancer associated protein [Source:HGNC Symbol;Acc:HGNC:1055]
ENSG00000166669.12	chr16	+	10326434	10483638	ENSG00000166669	ATF7IP2	activating transcription factor 7 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:20397]
ENSG00000166670.8	chr11	-	102770503	102780628	ENSG00000166670	MMP10	matrix metallopeptidase 10 [Source:HGNC Symbol;Acc:HGNC:7156]
ENSG00000166676.13	chr16	-	10760919	10818794	ENSG00000166676	TVP23A	trans-golgi network vesicle protein 23 homolog A [Source:HGNC Symbol;Acc:HGNC:20398]
ENSG00000166681.12	chrX	+	103376340	103378077	ENSG00000166681	BEX3	brain expressed X-linked 3 [Source:HGNC Symbol;Acc:HGNC:13388]
ENSG00000166682.9	chr11	-	113687550	113706373	ENSG00000166682	TMPRSS5	transmembrane protease, serine 5 [Source:HGNC Symbol;Acc:HGNC:14908]
ENSG00000166685.10	chr17	+	73192632	73208507	ENSG00000166685	COG1	component of oligomeric golgi complex 1 [Source:HGNC Symbol;Acc:HGNC:6545]
ENSG00000166689.13	chr11	-	16778295	17014443	ENSG00000166689	PLEKHA7	pleckstrin homology domain containing A7 [Source:HGNC Symbol;Acc:HGNC:27049]
ENSG00000166704.10	chr19	-	57977053	58003349	ENSG00000166704	ZNF606	zinc finger protein 606 [Source:HGNC Symbol;Acc:HGNC:25879]
ENSG00000166710.16	chr15	+	44711477	44718877	ENSG00000166710	B2M	beta-2-microglobulin [Source:HGNC Symbol;Acc:HGNC:914]
ENSG00000166716.8	chr15	+	84748635	84806432	ENSG00000166716	ZNF592	zinc finger protein 592 [Source:HGNC Symbol;Acc:HGNC:28986]
ENSG00000166734.17	chr15	+	44288729	44415758	ENSG00000166734	CASC4	cancer susceptibility candidate 4 [Source:HGNC Symbol;Acc:HGNC:24892]
ENSG00000166741.6	chr11	+	114257787	114313285	ENSG00000166741	NNMT	nicotinamide N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:7861]
ENSG00000166743.8	chr16	-	20623237	20698890	ENSG00000166743	ACSM1	acyl-CoA synthetase medium-chain family member 1 [Source:HGNC Symbol;Acc:HGNC:18049]
ENSG00000166747.11	chr16	-	71729000	71809201	ENSG00000166747	AP1G1	adaptor related protein complex 1 gamma 1 subunit [Source:HGNC Symbol;Acc:HGNC:555]
ENSG00000166750.8	chr17	+	35243036	35273655	ENSG00000166750	SLFN5	schlafen family member 5 [Source:HGNC Symbol;Acc:HGNC:28286]
ENSG00000166762.15	chr15	-	43628503	43668118	ENSG00000166762	CATSPER2	cation channel sperm associated 2 [Source:HGNC Symbol;Acc:HGNC:18810]
ENSG00000166770.9	chr19	+	56477250	56500666	ENSG00000166770	ZNF667-AS1	ZNF667 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:44321]
ENSG00000166780.9	chr16	+	15434295	15625028	ENSG00000166780	C16orf45	chromosome 16 open reading frame 45 [Source:HGNC Symbol;Acc:HGNC:19213]
ENSG00000166783.18	chr16	-	15594386	15643166	ENSG00000166783	KIAA0430	KIAA0430 [Source:HGNC Symbol;Acc:HGNC:29562]
ENSG00000166788.8	chr11	-	18069935	18106091	ENSG00000166788	SAAL1	serum amyloid A like 1 [Source:HGNC Symbol;Acc:HGNC:25158]
ENSG00000166793.9	chr11	-	57645087	57649944	ENSG00000166793	YPEL4	yippee like 4 [Source:HGNC Symbol;Acc:HGNC:18328]
ENSG00000166794.4	chr15	-	64155812	64163205	ENSG00000166794	PPIB	peptidylprolyl isomerase B [Source:HGNC Symbol;Acc:HGNC:9255]
ENSG00000166797.9	chr15	-	64072559	64094018	ENSG00000166797	FAM96A	family with sequence similarity 96 member A [Source:HGNC Symbol;Acc:HGNC:26235]
ENSG00000166801.14	chr11	+	59142748	59155039	ENSG00000166801	FAM111A	family with sequence similarity 111 member A [Source:HGNC Symbol;Acc:HGNC:24725]
ENSG00000166803.9	chr15	-	64364311	64387687	ENSG00000166803	KIAA0101	KIAA0101 [Source:HGNC Symbol;Acc:HGNC:28961]
ENSG00000166813.13	chr15	-	89608789	89655451	ENSG00000166813	KIF7	kinesin family member 7 [Source:HGNC Symbol;Acc:HGNC:30497]
ENSG00000166816.12	chr16	-	75111860	75116771	ENSG00000166816	LDHD	lactate dehydrogenase D [Source:HGNC Symbol;Acc:HGNC:19708]
ENSG00000166819.10	chr15	-	89664365	89679427	ENSG00000166819	PLIN1	perilipin 1 [Source:HGNC Symbol;Acc:HGNC:9076]
ENSG00000166821.7	chr15	-	89677764	89690783	ENSG00000166821	PEX11A	peroxisomal biogenesis factor 11 alpha [Source:HGNC Symbol;Acc:HGNC:8852]
ENSG00000166822.11	chr16	-	75443054	75465497	ENSG00000166822	TMEM170A	transmembrane protein 170A [Source:HGNC Symbol;Acc:HGNC:29577]
ENSG00000166823.5	chr15	-	89748661	89751310	ENSG00000166823	MESP1	mesoderm posterior bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:29658]
ENSG00000166825.12	chr15	-	89784889	89815401	ENSG00000166825	ANPEP	alanyl aminopeptidase, membrane [Source:HGNC Symbol;Acc:HGNC:500]
ENSG00000166831.7	chr15	-	64739892	64775587	ENSG00000166831	RBPMS2	RNA binding protein with multiple splicing 2 [Source:HGNC Symbol;Acc:HGNC:19098]
ENSG00000166833.18	chr11	+	19350724	20121598	ENSG00000166833	NAV2	neuron navigator 2 [Source:HGNC Symbol;Acc:HGNC:15997]
ENSG00000166839.15	chr15	+	64911902	64958700	ENSG00000166839	ANKDD1A	ankyrin repeat and death domain containing 1A [Source:HGNC Symbol;Acc:HGNC:28002]
ENSG00000166840.12	chr11	+	58905398	59043527	ENSG00000166840	GLYATL1	glycine-N-acyltransferase like 1 [Source:HGNC Symbol;Acc:HGNC:30519]
ENSG00000166845.12	chr18	+	54357917	54385218	ENSG00000166845	C18orf54	chromosome 18 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:13796]
ENSG00000166847.8	chr16	+	23641392	23677455	ENSG00000166847	DCTN5	dynactin subunit 5 [Source:HGNC Symbol;Acc:HGNC:24594]
ENSG00000166848.5	chr16	+	75647786	75761872	ENSG00000166848	TERF2IP	TERF2 interacting protein [Source:HGNC Symbol;Acc:HGNC:19246]
ENSG00000166851.13	chr16	+	23677656	23690367	ENSG00000166851	PLK1	polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]
ENSG00000166855.8	chr15	-	65148219	65185342	ENSG00000166855	CLPX	caseinolytic mitochondrial matrix peptidase chaperone subunit [Source:HGNC Symbol;Acc:HGNC:2088]
ENSG00000166860.2	chr12	-	56998834	57006446	ENSG00000166860	ZBTB39	zinc finger and BTB domain containing 39 [Source:HGNC Symbol;Acc:HGNC:29014]
ENSG00000166863.10	chr12	-	57010000	57028883	ENSG00000166863	TAC3	tachykinin 3 [Source:HGNC Symbol;Acc:HGNC:11521]
ENSG00000166866.11	chr12	-	57028517	57051198	ENSG00000166866	MYO1A	myosin IA [Source:HGNC Symbol;Acc:HGNC:7595]
ENSG00000166869.2	chr16	+	23754627	23758951	ENSG00000166869	CHP2	calcineurin like EF-hand protein 2 [Source:HGNC Symbol;Acc:HGNC:24927]
ENSG00000166881.8	chr12	-	57055643	57088063	ENSG00000166881	NEMP1	nuclear envelope integral membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29001]
ENSG00000166886.11	chr12	+	57088894	57095476	ENSG00000166886	NAB2	NGFI-A binding protein 2 [Source:HGNC Symbol;Acc:HGNC:7627]
ENSG00000166887.14	chr15	-	42158701	42208316	ENSG00000166887	VPS39	VPS39, HOPS complex subunit [Source:HGNC Symbol;Acc:HGNC:20593]
ENSG00000166888.9	chr12	-	57095408	57132139	ENSG00000166888	STAT6	signal transducer and activator of transcription 6 [Source:HGNC Symbol;Acc:HGNC:11368]
ENSG00000166889.13	chr11	-	59636716	59668980	ENSG00000166889	PATL1	PAT1 homolog 1, processing body mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:26721]
ENSG00000166896.6	chr12	+	57941541	57957269	ENSG00000166896	ATP23	ATP23 metallopeptidase and ATP synthase assembly factor homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:29452]
ENSG00000166897.13	chr22	-	37367960	37427470	ENSG00000166897	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29396]
ENSG00000166900.13	chr11	+	59713456	59802706	ENSG00000166900	STX3	syntaxin 3 [Source:HGNC Symbol;Acc:HGNC:11438]
ENSG00000166902.4	chr11	-	59806135	59810872	ENSG00000166902	MRPL16	mitochondrial ribosomal protein L16 [Source:HGNC Symbol;Acc:HGNC:14476]
ENSG00000166908.16	chr12	+	57591174	57603418	ENSG00000166908	PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma [Source:HGNC Symbol;Acc:HGNC:23786]
ENSG00000166912.15	chr15	-	30938941	30991607	ENSG00000166912	MTMR10	myotubularin related protein 10 [Source:HGNC Symbol;Acc:HGNC:25999]
ENSG00000166913.11	chr20	+	44885676	44908532	ENSG00000166913	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta [Source:HGNC Symbol;Acc:HGNC:12849]
ENSG00000166920.9	chr15	+	45430529	45448761	ENSG00000166920	C15orf48	chromosome 15 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:29898]
ENSG00000166922.7	chr15	+	32641676	32697098	ENSG00000166922	SCG5	secretogranin V [Source:HGNC Symbol;Acc:HGNC:10816]
ENSG00000166923.9	chr15	+	32717974	32745107	ENSG00000166923	GREM1	gremlin 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:2001]
ENSG00000166924.7	chr7	+	100483927	100494799	ENSG00000166924	NYAP1	neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1 [Source:HGNC Symbol;Acc:HGNC:22009]
ENSG00000166925.7	chr7	-	100463359	100479279	ENSG00000166925	TSC22D4	TSC22 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:21696]
ENSG00000166927.11	chr11	+	60378482	60395951	ENSG00000166927	MS4A7	membrane spanning 4-domains A7 [Source:HGNC Symbol;Acc:HGNC:13378]
ENSG00000166928.9	chr11	+	60378530	60417756	ENSG00000166928	MS4A14	membrane spanning 4-domains A14 [Source:HGNC Symbol;Acc:HGNC:30706]
ENSG00000166938.11	chr15	+	66293217	66333898	ENSG00000166938	DIS3L	DIS3 like exosome 3'-5' exoribonuclease [Source:HGNC Symbol;Acc:HGNC:28698]
ENSG00000166946.12	chr15	+	43185118	43197176	ENSG00000166946	CCNDBP1	cyclin D1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1587]
ENSG00000166949.14	chr15	+	67063763	67195195	ENSG00000166949	SMAD3	SMAD family member 3 [Source:HGNC Symbol;Acc:HGNC:6769]
ENSG00000166959.6	chr11	+	60699574	60715811	ENSG00000166959	MS4A8	membrane spanning 4-domains A8 [Source:HGNC Symbol;Acc:HGNC:13380]
ENSG00000166961.13	chr11	+	60756953	60776732	ENSG00000166961	MS4A15	membrane spanning 4-domains A15 [Source:HGNC Symbol;Acc:HGNC:28573]
ENSG00000166963.11	chr15	+	43510958	43531620	ENSG00000166963	MAP1A	microtubule associated protein 1A [Source:HGNC Symbol;Acc:HGNC:6835]
ENSG00000166965.11	chr15	+	90954870	90963125	ENSG00000166965	RCCD1	RCC1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30457]
ENSG00000166971.15	chr16	-	53491040	53504411	ENSG00000166971	AKTIP	AKT interacting protein [Source:HGNC Symbol;Acc:HGNC:16710]
ENSG00000166974.11	chr18	+	34976928	35143470	ENSG00000166974	MAPRE2	microtubule associated protein RP/EB family member 2 [Source:HGNC Symbol;Acc:HGNC:6891]
ENSG00000166979.11	chr21	+	32412006	32515397	ENSG00000166979	EVA1C	eva-1 homolog C (C. elegans) [Source:HGNC Symbol;Acc:HGNC:13239]
ENSG00000166986.11	chr12	+	57475445	57517569	ENSG00000166986	MARS	methionyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:6898]
ENSG00000166987.13	chr12	+	57520710	57530148	ENSG00000166987	MBD6	methyl-CpG binding domain protein 6 [Source:HGNC Symbol;Acc:HGNC:20445]
ENSG00000166997.6	chr7	+	100119613	100125511	ENSG00000166997	CNPY4	canopy FGF signaling regulator 4 [Source:HGNC Symbol;Acc:HGNC:28631]
ENSG00000167004.11	chr15	+	43746392	43773279	ENSG00000167004	PDIA3	protein disulfide isomerase family A member 3 [Source:HGNC Symbol;Acc:HGNC:4606]
ENSG00000167005.12	chr16	-	56429133	56452199	ENSG00000167005	NUDT21	nudix hydrolase 21 [Source:HGNC Symbol;Acc:HGNC:13870]
ENSG00000167034.9	chr8	-	23678693	23682927	ENSG00000167034	NKX3-1	NK3 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7838]
ENSG00000167037.17	chr22	+	24806169	24927578	ENSG00000167037	SGSM1	small G protein signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:29410]
ENSG00000167046.4	chr20	-	62640719	62643304	ENSG00000167046		
ENSG00000167065.12	chr22	-	30652051	30667890	ENSG00000167065	DUSP18	dual specificity phosphatase 18 [Source:HGNC Symbol;Acc:HGNC:18484]
ENSG00000167074.13	chr22	+	41367333	41399326	ENSG00000167074	TEF	TEF, PAR bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:11722]
ENSG00000167077.11	chr22	+	41699499	41799456	ENSG00000167077	MEI1	meiotic double-stranded break formation protein 1 [Source:HGNC Symbol;Acc:HGNC:28613]
ENSG00000167080.7	chr17	+	49132460	49176840	ENSG00000167080	B4GALNT2	beta-1,4-N-acetyl-galactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:24136]
ENSG00000167081.15	chr9	+	125747345	125967377	ENSG00000167081	PBX3	PBX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:8634]
ENSG00000167083.5	chr17	-	49202791	49210574	ENSG00000167083	GNGT2	G protein subunit gamma transducin 2 [Source:HGNC Symbol;Acc:HGNC:4412]
ENSG00000167085.10	chr17	-	49404049	49414905	ENSG00000167085	PHB	prohibitin [Source:HGNC Symbol;Acc:HGNC:8912]
ENSG00000167088.9	chr18	+	21612267	21633524	ENSG00000167088	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide [Source:HGNC Symbol;Acc:HGNC:11158]
ENSG00000167100.13	chr17	-	50110040	50129882	ENSG00000167100	SAMD14	sterile alpha motif domain containing 14 [Source:HGNC Symbol;Acc:HGNC:27312]
ENSG00000167103.10	chr9	-	127920879	127930797	ENSG00000167103	PIP5KL1	phosphatidylinositol-4-phosphate 5-kinase like 1 [Source:HGNC Symbol;Acc:HGNC:28711]
ENSG00000167105.6	chr17	+	50271406	50281485	ENSG00000167105	TMEM92	transmembrane protein 92 [Source:HGNC Symbol;Acc:HGNC:26579]
ENSG00000167106.10	chr9	-	127940579	127980513	ENSG00000167106	FAM102A	family with sequence similarity 102 member A [Source:HGNC Symbol;Acc:HGNC:31419]
ENSG00000167107.11	chr17	+	50426158	50474845	ENSG00000167107	ACSF2	acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101]
ENSG00000167110.15	chr9	-	128255829	128275995	ENSG00000167110	GOLGA2	golgin A2 [Source:HGNC Symbol;Acc:HGNC:4425]
ENSG00000167112.9	chr9	-	128305161	128322742	ENSG00000167112	TRUB2	TruB pseudouridine synthase family member 2 [Source:HGNC Symbol;Acc:HGNC:17170]
ENSG00000167113.9	chr9	+	128322536	128334072	ENSG00000167113	COQ4	coenzyme Q4 [Source:HGNC Symbol;Acc:HGNC:19693]
ENSG00000167114.11	chr9	+	128340646	128361470	ENSG00000167114	SLC27A4	solute carrier family 27 member 4 [Source:HGNC Symbol;Acc:HGNC:10998]
ENSG00000167117.7	chr17	-	50761029	50767557	ENSG00000167117	LINC00483	long intergenic non-protein coding RNA 483 [Source:HGNC Symbol;Acc:HGNC:26080]
ENSG00000167118.9	chr9	+	128371319	128392016	ENSG00000167118	URM1	ubiquitin related modifier 1 [Source:HGNC Symbol;Acc:HGNC:28378]
ENSG00000167123.17	chr9	+	128411751	128437351	ENSG00000167123	CERCAM	cerebral endothelial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:23723]
ENSG00000167130.16	chr9	+	129081100	129090438	ENSG00000167130	DOLPP1	dolichyldiphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:29565]
ENSG00000167136.6	chr9	+	128818474	128822677	ENSG00000167136	ENDOG	endonuclease G [Source:HGNC Symbol;Acc:HGNC:3346]
ENSG00000167157.10	chr9	+	129665641	129722674	ENSG00000167157	PRRX2	paired related homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21338]
ENSG00000167165.17	chr2	+	233691607	233773300	ENSG00000167165	UGT1A6	UDP glucuronosyltransferase family 1 member A6 [Source:HGNC Symbol;Acc:HGNC:12538]
ENSG00000167173.17	chr15	+	75195643	75212169	ENSG00000167173	C15orf39	chromosome 15 open reading frame 39 [Source:HGNC Symbol;Acc:HGNC:24497]
ENSG00000167178.14	chr15	+	74100311	74138540	ENSG00000167178	ISLR2	immunoglobulin superfamily containing leucine rich repeat 2 [Source:HGNC Symbol;Acc:HGNC:29286]
ENSG00000167182.12	chr17	+	47896150	47928957	ENSG00000167182	SP2	Sp2 transcription factor [Source:HGNC Symbol;Acc:HGNC:11207]
ENSG00000167183.2	chr17	-	47951967	47957878	ENSG00000167183	PRR15L	proline rich 15 like [Source:HGNC Symbol;Acc:HGNC:28149]
ENSG00000167186.9	chr16	+	19067599	19080095	ENSG00000167186	COQ7	coenzyme Q7, hydroxylase [Source:HGNC Symbol;Acc:HGNC:2244]
ENSG00000167191.10	chr16	-	19856691	19886167	ENSG00000167191	GPRC5B	G protein-coupled receptor class C group 5 member B [Source:HGNC Symbol;Acc:HGNC:13308]
ENSG00000167193.7	chr17	-	1420689	1463162	ENSG00000167193	CRK	v-crk avian sarcoma virus CT10 oncogene homolog [Source:HGNC Symbol;Acc:HGNC:2362]
ENSG00000167196.12	chr15	+	75903859	75942510	ENSG00000167196	FBXO22	F-box protein 22 [Source:HGNC Symbol;Acc:HGNC:13593]
ENSG00000167202.10	chr15	-	77984036	78077724	ENSG00000167202	TBC1D2B	TBC1 domain family member 2B [Source:HGNC Symbol;Acc:HGNC:29183]
ENSG00000167207.10	chr16	+	50693603	50733077	ENSG00000167207	NOD2	nucleotide binding oligomerization domain containing 2 [Source:HGNC Symbol;Acc:HGNC:5331]
ENSG00000167208.13	chr16	-	50666300	50681353	ENSG00000167208	SNX20	sorting nexin 20 [Source:HGNC Symbol;Acc:HGNC:30390]
ENSG00000167216.15	chr18	+	46917492	47102243	ENSG00000167216	KATNAL2	katanin catalytic subunit A1 like 2 [Source:HGNC Symbol;Acc:HGNC:25387]
ENSG00000167220.10	chr18	-	47107403	47150520	ENSG00000167220	HDHD2	haloacid dehalogenase like hydrolase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25364]
ENSG00000167232.12	chr19	-	23304991	23395560	ENSG00000167232	ZNF91	zinc finger protein 91 [Source:HGNC Symbol;Acc:HGNC:13166]
ENSG00000167244.16	chr11	-	2129112	2149603	ENSG00000167244	IGF2	insulin like growth factor 2 [Source:HGNC Symbol;Acc:HGNC:5466]
ENSG00000167257.9	chr11	+	117232625	117286445	ENSG00000167257	RNF214	ring finger protein 214 [Source:HGNC Symbol;Acc:HGNC:25335]
ENSG00000167258.12	chr17	+	39461511	39564907	ENSG00000167258	CDK12	cyclin dependent kinase 12 [Source:HGNC Symbol;Acc:HGNC:24224]
ENSG00000167261.12	chr16	-	67987394	68000586	ENSG00000167261	DPEP2	dipeptidase 2 [Source:HGNC Symbol;Acc:HGNC:23028]
ENSG00000167264.16	chr16	+	67987746	68079320	ENSG00000167264	DUS2	dihydrouridine synthase 2 [Source:HGNC Symbol;Acc:HGNC:26014]
ENSG00000167272.9	chr12	-	120578764	120581398	ENSG00000167272	POP5	POP5 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:17689]
ENSG00000167280.15	chr17	+	79074939	79088599	ENSG00000167280	ENGASE	endo-beta-N-acetylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:24622]
ENSG00000167281.17	chr17	-	79089345	79516148	ENSG00000167281	RBFOX3	RNA binding protein, fox-1 homolog 3 [Source:HGNC Symbol;Acc:HGNC:27097]
ENSG00000167283.6	chr11	+	118401154	118431496	ENSG00000167283	ATP5L	ATP synthase, H+ transporting, mitochondrial Fo complex subunit G [Source:HGNC Symbol;Acc:HGNC:14247]
ENSG00000167286.8	chr11	-	118338954	118342744	ENSG00000167286	CD3D	CD3d molecule [Source:HGNC Symbol;Acc:HGNC:1673]
ENSG00000167291.14	chr17	-	79932343	80035848	ENSG00000167291	TBC1D16	TBC1 domain family member 16 [Source:HGNC Symbol;Acc:HGNC:28356]
ENSG00000167302.8	chr17	-	81228277	81239091	ENSG00000167302	TEPSIN	TEPSIN, adaptor related protein complex 4 accessory protein [Source:HGNC Symbol;Acc:HGNC:26458]
ENSG00000167306.17	chr18	-	49822813	50195093	ENSG00000167306	MYO5B	myosin VB [Source:HGNC Symbol;Acc:HGNC:7603]
ENSG00000167315.16	chr18	-	49782167	49813960	ENSG00000167315	ACAA2	acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83]
ENSG00000167323.8	chr11	+	3854527	4093210	ENSG00000167323	STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:HGNC:11386]
ENSG00000167325.13	chr11	+	4094707	4138876	ENSG00000167325	RRM1	ribonucleotide reductase catalytic subunit M1 [Source:HGNC Symbol;Acc:HGNC:10451]
ENSG00000167332.7	chr11	-	4680171	4697854	ENSG00000167332	OR51E2	olfactory receptor family 51 subfamily E member 2 [Source:HGNC Symbol;Acc:HGNC:15195]
ENSG00000167333.11	chr11	-	4598672	4608259	ENSG00000167333	TRIM68	tripartite motif containing 68 [Source:HGNC Symbol;Acc:HGNC:21161]
ENSG00000167363.12	chr17	+	82735575	82751197	ENSG00000167363	FN3K	fructosamine 3 kinase [Source:HGNC Symbol;Acc:HGNC:24822]
ENSG00000167371.15	chr16	+	29811382	29815892	ENSG00000167371	PRRT2	proline rich transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:30500]
ENSG00000167377.16	chr16	-	71447597	71463095	ENSG00000167377	ZNF23	zinc finger protein 23 [Source:HGNC Symbol;Acc:HGNC:13023]
ENSG00000167378.7	chr19	-	43584369	43596135	ENSG00000167378	IRGQ	immunity-related GTPase Q [Source:HGNC Symbol;Acc:HGNC:24868]
ENSG00000167380.15	chr19	+	44165073	44178381	ENSG00000167380	ZNF226	zinc finger protein 226 [Source:HGNC Symbol;Acc:HGNC:13019]
ENSG00000167384.9	chr19	-	44474428	44500524	ENSG00000167384	ZNF180	zinc finger protein 180 [Source:HGNC Symbol;Acc:HGNC:12970]
ENSG00000167393.15	chrX	-	333963	386955	ENSG00000167393	PPP2R3B	protein phosphatase 2 regulatory subunit B''beta [Source:HGNC Symbol;Acc:HGNC:13417]
ENSG00000167394.11	chr16	-	31060843	31074320	ENSG00000167394	ZNF668	zinc finger protein 668 [Source:HGNC Symbol;Acc:HGNC:25821]
ENSG00000167395.10	chr16	+	31074422	31084196	ENSG00000167395	ZNF646	zinc finger protein 646 [Source:HGNC Symbol;Acc:HGNC:29004]
ENSG00000167397.13	chr16	-	31090842	31095980	ENSG00000167397	VKORC1	vitamin K epoxide reductase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:23663]
ENSG00000167419.9	chr17	+	58218548	58268518	ENSG00000167419	LPO	lactoperoxidase [Source:HGNC Symbol;Acc:HGNC:6678]
